SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,PHYTO_ABUNDANCE_M3
209-77,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
209-77,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3
209-80,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
209-80,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3
209-82,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3
220-36,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,6666.7
220-43,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
185-17,Ciliate (Inc. tintinnid),Ciliate,(null),(null),3333.3
244-37,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3
240-41,Dictyocysta spp.,Ciliate,Dictyocysta,spp.,3333.3
240-45,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,40000
297-57,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3333.3
297-37,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
297-9,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
268-1,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
51-49,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
68-21,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,6666.7
68-25,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,3333.3
66-29,Tripos muelleri type,Dinoflagellate,Ceratium,muelleri type,3333.3
66-29,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3
66-29,Rhabdonella spp.,Ciliate,Rhabdonella,spp.,3333.3
67-18,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3333.3
66-41,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,46666.7
63-29,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,22800
77-25,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,3333.3
77-21,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
82-21,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,23333.3
82-37,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,3333.3
82-73,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3333.3
82-69,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3
82-85,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
82-85,Nematocysts,Other,(null),(null),6666.7
83-25,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
83-5,Nematocysts,Other,(null),(null),3333.3
81-5,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),6666.7
81-33,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3333.3
81-33,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,3333.3
64-25,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,6666.7
67-49,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
82-77,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7
81-1,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3
81-1,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
81-37,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,3333.3
65-29,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
81-73,Guinardia spp.,Centric diatom,Guinardia,spp.,6666.7
65-32,Egg,Other,(null),(null),3333.3
81-45,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
98-29,Nematocysts,Other,(null),(null),3333.3
98-25,Nematocysts,Other,(null),(null),3333.3
51-5,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,3333.3
51-13,Thalassiosira spp. <10 µm,Centric diatom,Thalassiosira,spp.,6666.7
51-37,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,10000
66-45,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,3333.3
66-37,Nematocysts,Other,(null),(null),3333.3
66-49,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
66-61,Tripos muelleri type,Dinoflagellate,Ceratium,muelleri type,3333.3
66-25,Nematocysts,Other,(null),(null),3333.3
66-9,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,666.7
67-33,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3333.3
63-9,Lioloma spp.,Pennate diatom,Lioloma,spp.,3800
63-25,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,11400
155-23,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
158-28,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3333.3
158-30,Pennate diatom > 10 µm,Pennate diatom,(null),(null),3333.3
158-32,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,33333.3
158-32,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,3333.3
158-37,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,6666.7
158-40,Guinardia cf. tubiformis,Centric diatom,Guinardia,cf. tubiformis,3333.3
158-49,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,10000
158-50,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,6666.7
158-50,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,53333.3
158-84,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,10000
159-3,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6666.7
159-6,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3
158-55,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,13333.3
158-57,Navicula cristata,Pennate diatom,Navicula,cristata,3333.3
158-57,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3
158-58,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3
158-60,Codonellopsis gausii,Ciliate,Codonellopsis,gausii,3333.3
158-60,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3
158-61,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,33333.3
158-61,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,20000
158-62,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,30000
158-62,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
158-67,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3
158-67,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,20000
158-68,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,10000
158-69,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,13333.3
158-71,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3
158-79,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,10000
158-82,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3
155-36,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
156-13,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
156-17,Chaetoceros curvatus,Centric diatom,Chaetoceros,curvatus,3333.3
156-19,Asteromphalus hookeri,Centric diatom,Asteromphalus,hookeri,3333.3
156-21,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,30000
157-5,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,46666.7
120-1,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
156-6,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,80000
156-9,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,3333.3
156-11,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,23333.3
158-11,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
158-14,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3
158-17,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,13333.3
158-19,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000
158-21,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7
157-9,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
157-10,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,6666.7
157-11,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3333.3
157-17,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
157-18,Rhizosolenia chunii,Centric diatom,Rhizosolenia,chunni,3333.3
157-21,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,3333.3
157-24,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,23333.3
157-30,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
157-31,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,30000
157-33,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,3333.3
157-34,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,13333.3
113-13,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,30000
113-21,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7
113-21,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,666.7
120-21,Tripos furca type,Dinoflagellate,Tripos (Ceratium),furca type,3333.3
155-3,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,13333.3
155-7,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3
155-11,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3
155-17,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6666.7
155-21,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,6666.7
155-27,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3
155-28,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,10000
155-38,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
155-39,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,6666.7
156-2,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3
156-2,Proboscia alata,Centric diatom,Proboscia,alata,3333.3
157-42,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3333.3
157-42,Rhizosolenia simplex,Centric diatom,Rhizosolenia,simplex,3333.3
157-43,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,6666.7
157-43,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000
157-44,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3
157-50,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,3333.3
157-51,Chaetoceros pendulus,Centric diatom,Chaetoceros,pendulus,3333.3
159-33,Rhizosolenia simplex,Centric diatom,Rhizosolenia,simplex,6666.7
159-39,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
159-51,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3
159-53,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
159-54,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,70000
159-55,Leptocylindrus spp.,Centric diatom,Leptocylindrus,spp.,3333.3
159-55,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,23333.3
159-56,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
159-58,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
159-62,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
159-65,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7
159-65,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
159-74,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
159-74,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
159-75,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7
159-75,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7
159-79,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
159-82,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,6666.7
159-84,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,10000
160-9,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3
160-10,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7
160-17,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,13333.3
160-28,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3
161-6,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
161-25,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
165-54,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,10000
163-36,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
163-42,Nitzschia bicapitata,Pennate diatom,Nitzschia,bicapitata,3333.3
163-60,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
163-80,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
167-33,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
167-44,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3
165-60,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,13333.3
165-65,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
165-67,Nitzschia longissima,Pennate diatom,Nitzschia,longissima,3333.3
165-67,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
167-53,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000
166-32,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3
166-35,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3
166-35,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,20000
166-43,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
166-44,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
164-30,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
169-41,Cylindrial diatom,Centric diatom,(null),(null),3333.3
169-61,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,3333.3
159-18,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,3333.3
166-8,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3
166-14,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
135-1,Foraminifera,Foraminifera,(null),(null),666.7
91-6,Foraminifera,Foraminifera,(null),(null),666.7
91-34,Foraminifera,Foraminifera,(null),(null),666.7
159-10,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000
159-17,Codonellopsis gausii,Ciliate,Codonellopsis,gausii,3333.3
159-26,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3
159-26,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
159-26,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000
159-31,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,3333.3
159-41,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3333.3
159-44,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,20000
166-27,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,6666.7
166-47,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
166-58,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
166-63,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
166-65,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3
166-67,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3
166-69,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3
164-3,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3
159-7,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6666.7
160-76,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,13333.3
160-82,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
160-82,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
160-83,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,20000
164-75,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
164-76,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
164-77,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3
164-80,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7
160-29,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,20000
160-31,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,6666.7
160-49,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
160-61,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,13333.3
161-43,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3
161-66,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
162-11,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3
162-24,Proboscia alata,Centric diatom,Proboscia,alata,3333.3
159-19,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,20000
159-20,Guinardia spp.,Centric diatom,Guinardia,spp.,3333.3
159-22,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7
159-30,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7
159-30,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
160-2,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,6666.7
160-16,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10000
160-55,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,6666.7
160-87,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,6666.7
160-89,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,10000
161-2,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,33333.3
165-16,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,13333.3
165-16,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,6666.7
165-29,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
165-29,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000
165-30,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10000
165-37,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3
165-40,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3333.3
165-40,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3
165-42,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,3333.3
165-45,Foraminifera,Foraminifera,(null),(null),666.7
165-48,Foraminifera,Foraminifera,(null),(null),666.7
165-72,Foraminifera,Foraminifera,(null),(null),666.7
163-5,Foraminifera,Foraminifera,(null),(null),666.7
164-10,Foraminifera,Foraminifera,(null),(null),666.7
164-23,Foraminifera,Foraminifera,(null),(null),666.7
164-34,Foraminifera,Foraminifera,(null),(null),666.7
136-9,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3
135-41,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,666.7
135-41,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7
135-45,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7
144-4,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,30000
144-5,Corethron spp.,Centric diatom,Corethron,spp.,6666.7
144-6,Corethron spp.,Centric diatom,Corethron,spp.,20000
144-7,Corethron spp.,Centric diatom,Corethron,spp.,6666.7
144-16,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000
144-22,Corethron spp.,Centric diatom,Corethron,spp.,3333.3
144-26,Corethron spp.,Centric diatom,Corethron,spp.,6666.7
144-26,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,6666.7
144-27,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,6666.7
144-41,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,3333.3
144-48,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,40000
144-57,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,13333.3
144-65,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,23333.3
144-65,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000
144-69,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,13333.3
144-77,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,3333.3
145-1,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,13333.3
145-5,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,13333.3
145-6,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,10000
145-8,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
145-18,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,23333.3
145-19,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,46666.7
145-23,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3
145-23,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,20000
145-25,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,10000
145-25,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,10000
145-30,Actinocyclus spp.,Centric diatom,Actinocyclus,spp.,3333.3
145-32,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3
