SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,PHYTO_ABUNDANCE_M3,BIOVOL_UM3_M3
166-29,Radiolarian,Radiozoa,(null),(null),3333.3,1745327.77777777777777777777777777777778
166-45,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,6666.7,2126676128.913916666666666666666666666666
166-45,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
166-56,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3,218165.972222222222222222222222222222222
166-62,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7,17509128.26666666666666666666666666666666
169-69,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,6666.7,1884954000.000000000000000000000000000008
177-17,Actinopoda,Radiozoa,(null),(null),3333.3,1745327.77777777777777777777777777777778
177-45,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
177-65,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,666.7,33488476.73611111111111111111111111111112
177-65,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,666.7,51471810.56
178-21,Plastic,Other,(null),(null),666.7,(null)
178-57,Tripos furca type,Dinoflagellate,Tripos (Ceratium),furca type,3333.3,69813111.11111111111111111111111111111137
178-73,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3333.3,476998081.666666666666666666666666666667
178-81,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,666.7,104719666.666666666666666666666666666666
170-21,Plastic,Other,(null),(null),666.7,(null)
170-21,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
170-61,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3,1005308.8
170-77,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,3333.3,3333333.33333333333333333333333333333334
184-17,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,3333.3,14186242.34375000000000000000000000000001
187-13,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,20000,141371550
164-32,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,6666.7,11309724
164-35,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
164-51,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
164-65,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3,8754564.13333333333333333333333333333334
164-70,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3,3834485.12777777777777777777777777777778
164-79,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3,97738355.55555555555555555555555555555572
164-85,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
165-9,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,3333.3,58468480.5555555555555555555555555555557
165-12,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,46666.7,146607533.333333333333333333333333333333
165-16,Proboscia alata,Centric diatom,Proboscia,alata,3333.3,221220295.833333333333333333333333333333
165-36,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7,195476711.111111111111111111111111111111
165-36,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3,8754564.13333333333333333333333333333334
165-45,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3,97738355.55555555555555555555555555555572
162-11,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
162-12,Radiolarian,Radiozoa,(null),(null),666.7,349065.5555555555555555555555555555555545
162-27,Radiolarian,Radiozoa,(null),(null),666.7,349065.5555555555555555555555555555555545
162-28,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7,195476711.111111111111111111111111111111
162-62,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3,8754564.13333333333333333333333333333334
162-64,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,3333.3,124572770.138888888888888888888888888889
163-7,Foraminifera,Foraminifera,(null),(null),666.7,2792524.44444444444444444444444444444443
186-5,Octactis octonaria,Silicoflagellate,Octactis,octonaria,3333.3,13635373.26388888888888888888888888888887
207-50,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
208-40,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
176-5,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),6666.7,2010617.6
176-29,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,6666.7,1884954000.000000000000000000000000000008
176-29,Lauderia spp.,Centric diatom,Lauderia,spp.,3333.3,117809625
176-37,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3,1005308.8
176-61,Tripos muelleri type,Dinoflagellate,Ceratium,muelleri type,3333.3,216420644.444444444444444444444444444445
176-73,Nematocysts,Other,(null),(null),3333.3,(null)
176-73,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,3333.3,218165972222.222222222222222222222222222
181-1,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3333.3,1675514666.666666666666666666666666666668
181-13,Navicula - shaped,Pennate diatom,(null),(null),10000,20625000
209-1,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3,3834485.12777777777777777777777777777778
209-3,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,20000,52527384.8
209-6,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,10000,3000000
209-22,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3333.3,1063338064.456958333333333333333333333334
209-23,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
209-49,Corethron spp.,Centric diatom,Corethron,spp.,3333.3,40224351.12847222222222222222222222222235
209-53,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6666.7,285937500
209-62,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,3333.3,6824231.61111111111111111111111111111112
209-74,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,6666.7,73303766.66666666666666666666666666666665
209-77,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,30000,78791077.2
209-88,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7,195476711.111111111111111111111111111111
209-89,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,3333.3,142968750
214-9,Pyrocystis spp.,Dinoflagellate,Pyrocystis,spp.,3333.3,125663600
214-37,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,3333.3,48105596.87500000000000000000000000000002
214-45,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7,43284128.88888888888888888888888888888889
214-61,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,666.7,27070033.83333333333333333333333333333327
214-77,Ornithocercus quadratus,Dinoflagellate,Ornithocercus,quadratus,666.7,11170097.77777777777777777777777777777771
214-81,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,6666.7,436331944444.4444444444444444444444444436
216-39,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,3333.3,30000000.00000000000000000000000000000002
213-57,Nematocysts,Other,(null),(null),3333.3,(null)
213-57,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),20000,6031852.8
213-77,Plastic,Other,(null),(null),666.7,(null)
213-89,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,13333.3,872663888888.8888888888888888888888888853
215-12,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3,10471966.66666666666666666666666666666667
215-30,Radiolarian,Radiozoa,(null),(null),3333.3,1745327.77777777777777777777777777777778
215-35,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,6666.7,59999999.99999999999999999999999999999999
215-75,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,3333.3,3834485.12777777777777777777777777777778
215-76,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,3333.3,30000000.00000000000000000000000000000002
206-33,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,3333.3,163624479.166666666666666666666666666667
206-1,Plastic,Other,(null),(null),666.7,(null)
211-41,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7,43284128.88888888888888888888888888888889
216-89,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,6666.7,7668970.25555555555555555555555555555554
219-20,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
220-11,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,3333.3,7853975
220-13,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,10000,3000000
220-16,Rhizosolenia simplex,Centric diatom,Rhizosolenia,simplex,3333.3,442440591.666666666666666666666666666667
220-19,Navicula - shaped,Pennate diatom,(null),(null),6666.7,13750000
220-21,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,46666.7,122563897.866666666666666666666666666667
220-21,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,23333.3,6999999.99999999999999999999999999999999
220-22,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,20000,180000000
220-26,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,3333.3,5654862
220-31,Corethron pennatum,Centric diatom,Corethron,pennatum,6666.7,195476711.111111111111111111111111111111
220-35,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,3333.3,7853975
220-36,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
220-44,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,10000,11503455.38333333333333333333333333333332
220-46,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,10000,11503455.38333333333333333333333333333332
220-59,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3333.3,666666.666666666666666666666666666666667
220-69,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,3333.3,3333333.33333333333333333333333333333334
220-79,Corethron pennatum,Centric diatom,Corethron,pennatum,3333.3,97738355.55555555555555555555555555555572
219-23,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
219-38,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7,17509128.26666666666666666666666666666666
219-41,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7,17509128.26666666666666666666666666666666
219-41,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,3333.3,10471966.66666666666666666666666666666667
219-51,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,10000,26263692.4
219-54,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,3333.3,1000000
219-67,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,6666.7,17509128.26666666666666666666666666666666
219-67,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3333.3,1005308.8
221-29,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,6666.7,59999999.99999999999999999999999999999999
221-35,Coccolithophore cf.,Coccolithophore,(null),(null),3333.3,218165.972222222222222222222222222222222
362-45,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,46666.7,146607533.333333333333333333333333333333
362-49,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,6666.7,953996163.333333333333333333333333333333
362-53,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,6666.7,3351029333.333333333333333333333333333332
362-65,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,46666.7,287350765.333333333333333333333333333334
362-69,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,30000,94247700
362-93,Cerataulina spp.,Centric diatom,Cerataulina,spp.,3333.3,138491759.166666666666666666666666666667
304-37,Detonula spp.,Centric diatom,Detonula,spp.,3333.3,159042993.75
304-45,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,6666.7,20943933.33333333333333333333333333333333
304-45,Leptocylindrus spp.,Centric diatom,Leptocylindrus,spp.,3333.3,10519090.51666666666666666666666666666667
304-49,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,3333.3,55396703.66666666666666666666666666666669
304-53,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,23333.3,73303766.66666666666666666666666666666656
304-53,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7,43284128.88888888888888888888888888888889
304-57,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,23333.3,143675382.666666666666666666666666666666
304-69,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,3333.3,19634937.50000000000000000000000000000001
304-73,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,3333.3,13635373.26388888888888888888888888888887
304-73,Foraminifera,Foraminifera,(null),(null),6666.7,27925244.44444444444444444444444444444439
308-5,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),13333.3,17499999.99999999999999999999999999999996
308-9,Leptocylindrus spp.,Centric diatom,Leptocylindrus,spp.,3333.3,10519090.51666666666666666666666666666667
308-13,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,33333.3,136353732.638888888888888888888888888889
308-21,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7,20943933.33333333333333333333333333333333
308-29,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),3333.3,4375000
365-69,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,3333.3,6824231.61111111111111111111111111111112
384-5,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,6666.7,41050109.33333333333333333333333333333332
384-21,Gazelletta hexanema,Radiozoa,Gazelletta,hexanema,3333.3,13962622.22222222222222222222222222222221
308-85,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,666.7,452388959.999999999999999999999999999999
366-21,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,3333.3,230383266.666666666666666666666666666667
366-29,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,6666.7,139626222.222222222222222222222222222223
384-37,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,10000,31415900
385-1,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),10000,3015926.4
385-17,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,23333.3,73303766.66666666666666666666666666666656
385-17,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,3333.3,13635373.26388888888888888888888888888887
385-17,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,53333.3,376990800.000000000000000000000000000001
385-33,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,300000,942477000
385-53,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7,95399616.33333333333333333333333333333309
367-33,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,3333.3,30000000.00000000000000000000000000000002
323-61,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,666.7,95399616.33333333333333333333333333333309
389-17,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,6666.7,1333333.33333333333333333333333333333333
389-29,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,3333.3,8754564.13333333333333333333333333333334
389-49,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3333.3,10471966.66666666666666666666666666666667
389-53,Corethron spp.,Centric diatom,Corethron,spp.,23333.3,281570457.899305555555555555555555555556
324-13,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,3333.3,218165972222.222222222222222222222222222
324-37,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,6666.7,20943933.33333333333333333333333333333333
241-25,Tripos spp.,Dinoflagellate,Tripos,spp.,30000,1800000000
241-29,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,666.7,43284128.88888888888888888888888888888889
241-33,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,3333.3,942477000.000000000000000000000000000004
241-37,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,3333.3,13635373.26388888888888888888888888888887
241-57,Guinardia spp.,Centric diatom,Guinardia,spp.,3333.3,83775733.33333333333333333333333333333338
241-61,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7,43284128.88888888888888888888888888888889
390-61,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,20000,6000000
325-21,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),3333.3,20943933.33333333333333333333333333333331
325-25,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,3333.3,117809625
324-77,Dictyocysta spp.,Ciliate,Dictyocysta,spp.,3333.3,6632245.55555555555555555555555555555556
325-1,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,666.7,43284128.88888888888888888888888888888889
325-33,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,3333.3,523598333.333333333333333333333333333334
325-45,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,666.7,27070033.83333333333333333333333333333327
325-49,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),6666.7,41887866.66666666666666666666666666666659
325-49,Tripos concilians,Dinoflagellate,Tripos (Tripoceratium),concilians,666.7,43284128.88888888888888888888888888888889
325-57,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,666.7,452388959.999999999999999999999999999999
325-61,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),3333.3,20943933.33333333333333333333333333333331
242-21,Plastic,Other,(null),(null),666.7,(null)
242-25,Plastic,Other,(null),(null),666.7,(null)
244-61,Plastic,Other,(null),(null),666.7,(null)
244-73,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,666.7,33488476.73611111111111111111111111111112
