SAMPLE,NRS_CODE,TAXON_NAME,TAXON_PER_M3
14108,NSF20180417,"Scorpaenidae - undifferentiated",0.005
14108,NSF20180417,"Platycephalidae - undifferentiated",0.074
14108,NSF20180417,"Serranidae subfam. Anthiinae",0.015
14108,NSF20180417,"Serranidae subfam. Epinephelinae",0.005
14108,NSF20180417,"Apogonidae - undifferentiated",0.03
14108,NSF20180417,"Lutjanidae - undifferentiated",0.005
14108,NSF20180417,"Lethrinus spp.",0.005
14108,NSF20180417,"Mullidae - undifferentiated",0.03
14108,NSF20180417,"Chaetodontidae - undifferentiated",0.005
14108,NSF20180417,"Sphyraena spp.",0.015
14108,NSF20180417,"Labridae - undifferentiated",0.01
14108,NSF20180417,"Pinguipedidae - undifferentiated",0.005
14108,NSF20180417,"Creedia spp.",0.005
14108,NSF20180417,"Callionymidae - undifferentiated",0.044
14108,NSF20180417,"Gobiidae - undifferentiated",0.01
14108,NSF20180417,"Engyprosopon spp.",0.005
14108,NSF20180417,"Cynoglossidae - undifferentiated",0.03
14108,NSF20180417,"Balistidae - undifferentiated",0.01
14108,NSF20180417,"Monacanthidae - undifferentiated",0.005
13716,NSI20180320,""Superclass" Pisces - undifferentiated",0.014
13716,NSI20180320,"Engraulis australis",0.039
13716,NSI20180320,"Holocentridae - undifferentiated",0.003
13716,NSI20180320,"Scorpaenidae - undifferentiated",0.014
13716,NSI20180320,"Serranidae subfam. Anthiinae",0.008
13716,NSI20180320,"Apogonidae - undifferentiated",0.022
13716,NSI20180320,"Sillaginidae - undifferentiated",0.006
13716,NSI20180320,"Carangidae - undifferentiated",0.003
13716,NSI20180320,"Decapterus spp.",0.011
13716,NSI20180320,"Coryphaena spp.",0.003
13716,NSI20180320,"Lutjanidae - undifferentiated",0.047
13716,NSI20180320,"Nemipteridae - undifferentiated",0.008
13716,NSI20180320,"Lethrinus spp.",0.022
13716,NSI20180320,"Mullidae - undifferentiated",0.003
13716,NSI20180320,"Chaetodontidae - undifferentiated",0.003
13716,NSI20180320,"Cirrhitidae - undifferentiated",0.003
13716,NSI20180320,"Sphyraena spp.",0.003
13716,NSI20180320,"Labridae - undifferentiated",0.03
13716,NSI20180320,"Trichonotus spp.",0.006
13716,NSI20180320,"Callionymidae - undifferentiated",0.03
13716,NSI20180320,"Gobiidae - undifferentiated",0.041
13716,NSI20180320,"Engyprosopon spp.",0.008
13716,NSI20180320,"Cynoglossidae - undifferentiated",0.006
13716,NSI20180320,"Monacanthidae - undifferentiated",0.003
14109,NSF20180320,""Superclass" Pisces - undifferentiated",0.005
14109,NSF20180320,"Engraulis australis",0.011
14109,NSF20180320,"Synodontidae - undifferentiated",0.005
14109,NSF20180320,"Platycephalidae - undifferentiated",0.011
14109,NSF20180320,"Decapterus spp.",0.005
14109,NSF20180320,"Lutjanidae - undifferentiated",0.005
14109,NSF20180320,"Nemipteridae - undifferentiated",0.005
14109,NSF20180320,"Chaetodontidae - undifferentiated",0.011
14109,NSF20180320,"Labridae - undifferentiated",0.027
14109,NSF20180320,"Trichonotus spp.",0.021
14109,NSF20180320,"Callionymidae - undifferentiated",0.011
14109,NSF20180320,"Gobiidae - undifferentiated",0.005
14109,NSF20180320,"Balistidae - undifferentiated",0.005
14109,NSF20180320,"Monacanthidae - undifferentiated",0.005
14109,NSF20180320,"Ostraciidae - undifferentiated",0.005
13717,NSI20180302,""Superclass" Pisces - undifferentiated",0.015
13717,NSI20180302,"Sardinops sagax",0.004
13717,NSI20180302,"Engraulis australis",0.007
13717,NSI20180302,"Gonostomatidae - undifferentiated",0.007
13717,NSI20180302,"Ophidiidae - undifferentiated",0.007
13717,NSI20180302,"Dactyloptena spp.",0.004
13717,NSI20180302,"Carangidae - undifferentiated",0.004
13717,NSI20180302,"Lutjanidae - undifferentiated",0.011
13717,NSI20180302,"Nemipteridae - undifferentiated",0.004
13717,NSI20180302,"Lethrinus spp.",0.007
13717,NSI20180302,"Pempheris spp.",0.004
13717,NSI20180302,"Chaetodontidae - undifferentiated",0.007
13717,NSI20180302,"Sphyraena spp.",0.004
13717,NSI20180302,"Labridae - undifferentiated",0.004
13717,NSI20180302,"Callionymidae - undifferentiated",0.004
13717,NSI20180302,"Gobiidae - undifferentiated",0.015
13717,NSI20180302,"Scombridae - undifferentiated",0.011
13717,NSI20180302,"Monacanthidae - undifferentiated",0.004
13717,NSI20180302,"Engraulis australis",0.004
13717,NSI20180302,"Gonostomatidae - undifferentiated",0.004
13717,NSI20180302,"Chlorophthalmus spp.",0.011
13717,NSI20180302,"Myctophidae - undifferentiated",0.004
13717,NSI20180302,"Scorpaenidae - undifferentiated",0.004
13717,NSI20180302,"Priacanthidae - undifferentiated",0.007
13717,NSI20180302,"Carangidae - undifferentiated",0.018
13717,NSI20180302,"Lutjanidae - undifferentiated",0.011
13717,NSI20180302,"Lethrinus spp.",0.007
13717,NSI20180302,"Mullidae - undifferentiated",0.004
13717,NSI20180302,"Chaetodontidae - undifferentiated",0.007
13717,NSI20180302,"Mugilidae - undifferentiated",0.004
13717,NSI20180302,"Labridae - undifferentiated",0.004
13717,NSI20180302,"Callionymidae - undifferentiated",0.004
13717,NSI20180302,"Gobiidae - undifferentiated",0.004
13717,NSI20180302,"Scombridae - undifferentiated",0.015
14110,NSF20180302,""Superclass" Pisces - undifferentiated",0.004
14110,NSF20180302,"Sardinops sagax",0.012
14110,NSF20180302,"Gonostomatidae - undifferentiated",0.008
14110,NSF20180302,"Carapidae - undifferentiated",0.012
14110,NSF20180302,"Holocentridae - undifferentiated",0.032
14110,NSF20180302,"Scorpaenidae - undifferentiated",0.016
14110,NSF20180302,"Platycephalidae - undifferentiated",0.012
14110,NSF20180302,"Pseudochromidae - undifferentiated",0.004
14110,NSF20180302,"Pelates spp.",0.012
14110,NSF20180302,"Apogonidae - undifferentiated",0.024
14110,NSF20180302,"Sillago ciliata",0.004
14110,NSF20180302,"Trachurus novaezelandiae",0.024
14110,NSF20180302,"Coryphaena spp.",0.008
14110,NSF20180302,"Lutjanidae - undifferentiated",0.024
14110,NSF20180302,"Nemipteridae - undifferentiated",0.008
14110,NSF20180302,"Acanthopagrus australis",0.004
14110,NSF20180302,"Mullidae - undifferentiated",0.166
14110,NSF20180302,"Pomacentridae - undifferentiated",0.004
14110,NSF20180302,"Mugilidae - undifferentiated",0.004
14110,NSF20180302,"Sphyraena spp.",0.008
14110,NSF20180302,"Labridae - undifferentiated",0.004
14110,NSF20180302,"Callionymidae - undifferentiated",0.012
14110,NSF20180302,"Gobiidae - undifferentiated",0.004
14110,NSF20180302,"Acanthuridae - undifferentiated",0.004
14110,NSF20180302,"Scombridae - undifferentiated",0.016
14110,NSF20180302,"Monacanthidae - undifferentiated",0.004
13718,NSI20180123,""Superclass" Pisces - undifferentiated",0.008
13718,NSI20180123,"Engraulis australis",0.008
13718,NSI20180123,"Myctophidae - undifferentiated",0.004
13718,NSI20180123,"Ophidiidae - undifferentiated",0.004
13718,NSI20180123,"Holocentridae - undifferentiated",0.008
13718,NSI20180123,"Antigonia spp.",0.004
13718,NSI20180123,"Scorpaenidae - undifferentiated",0.008
13718,NSI20180123,"Platycephalidae - undifferentiated",0.015
13718,NSI20180123,"Dactyloptena spp.",0.008
13718,NSI20180123,"Pegasus spp.",0.004
13718,NSI20180123,"Serranidae subfam. Anthiinae",0.023
13718,NSI20180123,"Priacanthidae - undifferentiated",0.011
13718,NSI20180123,"Apogonidae - undifferentiated",0.008
13718,NSI20180123,"Decapterus spp.",0.027
13718,NSI20180123,"Lutjanidae - undifferentiated",0.019
13718,NSI20180123,"Nemipteridae - undifferentiated",0.004
13718,NSI20180123,"Mullidae - undifferentiated",0.129
13718,NSI20180123,"Chaetodontidae - undifferentiated",0.004
13718,NSI20180123,"Pomacentridae - undifferentiated",0.004
13718,NSI20180123,"Labridae - undifferentiated",0.004
13718,NSI20180123,"Trichonotus spp.",0.004
13718,NSI20180123,"Callionymidae - undifferentiated",0.011
13718,NSI20180123,"Gobiidae - undifferentiated",0.057
13718,NSI20180123,"Acanthuridae - undifferentiated",0.004
13718,NSI20180123,"Scombridae - undifferentiated",0.072
13718,NSI20180123,"Nomeidae - undifferentiated",0.004
13718,NSI20180123,"Balistidae - undifferentiated",0.004
13718,NSI20180123,"Monacanthidae - undifferentiated",0.004
13718,NSI20180123,"Ostraciidae - undifferentiated",0.011
13718,NSI20180123,"Order Lophiiformes - undifferentiated",0.004
13718,NSI20180123,""Superclass" Pisces - undifferentiated",0.011
13718,NSI20180123,"Dactyloptena spp.",0.008
13718,NSI20180123,"Serranidae subfam. Anthiinae",0.008
13718,NSI20180123,"Serranidae subfam. Epinephelinae",0.004
13718,NSI20180123,"Priacanthidae - undifferentiated",0.015
13718,NSI20180123,"Carangidae - undifferentiated",0.053
13718,NSI20180123,"Coryphaena spp.",0.015
13718,NSI20180123,"Lutjanidae - undifferentiated",0.011
13718,NSI20180123,"Lethrinus spp.",0.008
13718,NSI20180123,"Mullidae - undifferentiated",0.023
13718,NSI20180123,"Chaetodontidae - undifferentiated",0.019
13718,NSI20180123,"Pomacentridae - undifferentiated",0.008
13718,NSI20180123,"Sphyraena spp.",0.008
13718,NSI20180123,"Labridae - undifferentiated",0.015
13718,NSI20180123,"Plagiotremus spp.",0.004
13718,NSI20180123,"Callionymidae - undifferentiated",0.008
13718,NSI20180123,"Gobiidae - undifferentiated",0.015
13718,NSI20180123,"Microdesmidae - undifferentiated",0.008
13718,NSI20180123,"Scombridae - undifferentiated",0.038
13718,NSI20180123,"Scomber australasicus",0.004
13718,NSI20180123,"Balistidae - undifferentiated",0.008
13718,NSI20180123,"Monacanthidae - undifferentiated",0.004
13718,NSI20180123,"Ostraciidae - undifferentiated",0.011
13718,NSI20180123,"Tetraodontidae - undifferentiated",0.004
14111,NSF20180123,""Superclass" Pisces - undifferentiated",0.008
14111,NSF20180123,"Engraulis australis",0.008
14111,NSF20180123,"Gonostomatidae - undifferentiated",0.004
14111,NSF20180123,"Myctophidae - undifferentiated",0.012
14111,NSF20180123,"Carapidae - undifferentiated",0.004
14111,NSF20180123,"Antigonia spp.",0.004
14111,NSF20180123,"Scorpaenidae - undifferentiated",0.004
14111,NSF20180123,"Platycephalidae - undifferentiated",0.027
14111,NSF20180123,"Dactyloptena spp.",0.004
14111,NSF20180123,"Serranidae subfam. Anthiinae",0.008
14111,NSF20180123,"Priacanthidae - undifferentiated",0.012
14111,NSF20180123,"Carangidae - undifferentiated",0.012
14111,NSF20180123,"Decapterus spp.",0.008
14111,NSF20180123,"Coryphaena spp.",0.008
14111,NSF20180123,"Mullidae - undifferentiated",0.004
14111,NSF20180123,"Chaetodontidae - undifferentiated",0.004
14111,NSF20180123,"Cirrhitidae - undifferentiated",0.004
14111,NSF20180123,"Sphyraena spp.",0.004
14111,NSF20180123,"Labridae - undifferentiated",0.008
14111,NSF20180123,"Gobiidae - undifferentiated",0.004
14111,NSF20180123,"Scombridae - undifferentiated",0.066
14111,NSF20180123,"Nomeidae - undifferentiated",0.008
14111,NSF20180123,"Cynoglossidae - undifferentiated",0.004
14111,NSF20180123,"Balistidae - undifferentiated",0.008
13719,MAI20180301,"Platycephalidae - undifferentiated",0.011
13719,MAI20180301,"Dinolestes lewini",0.003
13719,MAI20180301,"Sillago bassensis",0.003
13719,MAI20180301,"Trachurus declivis",0.003
13719,MAI20180301,"Parablennius spp.",0.003
13719,MAI20180301,"Tripterygiidae - undifferentiated",0.003
13719,MAI20180301,"Lophonectes gallus",0.003
13719,MAI20180301,"Monacanthidae - undifferentiated",0.008
13719,MAI20180301,"Lepidotrigla spp.",0.007
13719,MAI20180301,"Platycephalidae - undifferentiated",0.027
13719,MAI20180301,"Pegasus spp.",0.003
13719,MAI20180301,"Carangidae - undifferentiated",0.01
13719,MAI20180301,"Trachurus declivis",0.007
13719,MAI20180301,"Mugilidae - undifferentiated",0.003
13719,MAI20180301,"Monacanthidae - undifferentiated",0.02
13720,ROT20180328,"Engraulis australis",0.008
13720,ROT20180328,"Myctophidae - undifferentiated",0.004
13720,ROT20180328,"Mullidae - undifferentiated",0.008
13720,ROT20180328,"Kyphosus spp.",0.023
13720,ROT20180328,"Pomacentridae - undifferentiated",0.012
13720,ROT20180328,"Callionymidae - undifferentiated",0.008
13720,ROT20180328,""Superclass" Pisces - undifferentiated",0.005
13720,ROT20180328,"Pomatomus saltatrix",0.005
13720,ROT20180328,"Kyphosus spp.",0.005
13721,MAI20180418,"Sardinops sagax",0.022
13721,MAI20180418,"Pegasus spp.",0.002
13721,MAI20180418,"Dinolestes lewini",0.002
13721,MAI20180418,"Nemadactylus macropterus",0.011
13721,MAI20180418,"Lophonectes gallus",0.028
13721,MAI20180418,"Monacanthidae - undifferentiated",0.002
13721,MAI20180418,"Sardinops sagax",0.014
13721,MAI20180418,"Serranidae subfam. Anthiinae",0.002
13721,MAI20180418,"Dinolestes lewini",0.002
13721,MAI20180418,"Nemadactylus macropterus",0.004
13721,MAI20180418,"Mugilidae - undifferentiated",0.002
13721,MAI20180418,"Lophonectes gallus",0.018
13722,ROT20180221,"Gonostomatidae - undifferentiated",0.003
13722,ROT20180221,"Myctophidae - undifferentiated",0.003
13722,ROT20180221,"Platycephalidae - undifferentiated",0.003
13722,ROT20180221,"Carangidae - undifferentiated",0.007
13722,ROT20180221,"Mullidae - undifferentiated",0.007
13722,ROT20180221,"Kyphosus spp.",0.007
13722,ROT20180221,"Pomacentridae - undifferentiated",0.01
13722,ROT20180221,"Sphyraena spp.",0.007
13722,ROT20180221,"Tripterygiidae - undifferentiated",0.01
13722,ROT20180221,"Callionymidae - undifferentiated",0.003
13722,ROT20180221,"Gobiidae - undifferentiated",0.003
13722,ROT20180221,"Monacanthidae - undifferentiated",0.003
13722,ROT20180221,"Exocoetidae - undifferentiated",0.004
13722,ROT20180221,"Platycephalidae - undifferentiated",0.004
13722,ROT20180221,"Percophidae - undifferentiated",0.004
13722,ROT20180221,"Callionymidae - undifferentiated",0.004
13724,ROT20180125,"Etrumeus teres",0.013
13724,ROT20180125,"Sardinops sagax",0.021
13724,ROT20180125,"Gonostomatidae - undifferentiated",0.004
13724,ROT20180125,"Alabes spp.",0.004
13724,ROT20180125,"Carangidae - undifferentiated",0.021
13724,ROT20180125,"Sparidae - undifferentiated",0.004
13724,ROT20180125,"Pomacentridae - undifferentiated",0.004
13724,ROT20180125,"Labridae - undifferentiated",0.072
13724,ROT20180125,"Labridae: Odacinae - undifferentiated",0.013
13724,ROT20180125,"Pinguipedidae - undifferentiated",0.008
13724,ROT20180125,"Percophidae - undifferentiated",0.021
13724,ROT20180125,"Creedia spp.",0.017
13724,ROT20180125,"Tripterygiidae - undifferentiated",0.004
13724,ROT20180125,"Callionymidae - undifferentiated",0.03
13724,ROT20180125,"Gobiidae - undifferentiated",0.008
13724,ROT20180125,"Monacanthidae - undifferentiated",0.004
13724,ROT20180125,""Superclass" Pisces - undifferentiated",0.017
13724,ROT20180125,"Syngnathidae - undifferentiated",0.006
13724,ROT20180125,"Sillaginidae - undifferentiated",0.006
13724,ROT20180125,"Labridae - undifferentiated",0.017
13724,ROT20180125,"Percophidae - undifferentiated",0.017
13724,ROT20180125,"Creedia spp.",0.017
13724,ROT20180125,"Callionymidae - undifferentiated",0.034
13724,ROT20180125,"Monacanthidae - undifferentiated",0.006
13725,ROT20171214,""Superclass" Pisces - undifferentiated",0.058
13725,ROT20171214,"Etrumeus teres",0.019
13725,ROT20171214,"Sardinops sagax",0.032
13725,ROT20171214,"Engraulis australis",0.013
13725,ROT20171214,"Platycephalidae - undifferentiated",0.006
13725,ROT20171214,"Serranidae subfam. Anthiinae",0.006
13725,ROT20171214,"Carangidae - undifferentiated",0.013
13725,ROT20171214,"Mullidae - undifferentiated",0.006
13725,ROT20171214,"Pomacentridae - undifferentiated",0.006
13725,ROT20171214,"Labridae - undifferentiated",0.285
13725,ROT20171214,"Labridae: Odacinae - undifferentiated",0.052
13725,ROT20171214,"Pinguipedidae - undifferentiated",0.065
13725,ROT20171214,"Percophidae - undifferentiated",0.058
13725,ROT20171214,"Creedia spp.",0.032
13725,ROT20171214,"Parablennius spp.",0.019
13725,ROT20171214,"Callionymidae - undifferentiated",0.039
13725,ROT20171214,"Monacanthidae - undifferentiated",0.045
13725,ROT20171214,"Carangidae - undifferentiated",0.009
13725,ROT20171214,"Labridae - undifferentiated",0.009
13725,ROT20171214,"Parablennius spp.",0.009
13725,ROT20171214,"Tripterygiidae - undifferentiated",0.018
13725,ROT20171214,"Callionymidae - undifferentiated",0.009
13726,PHB20180123,"Sardinops sagax",0.009
13726,PHB20180123,"Myctophidae - undifferentiated",0.002
13726,PHB20180123,"Trachichthyidae - undifferentiated",0.002
13726,PHB20180123,"Centroberyx affinis",0.002
13726,PHB20180123,"Zeidae - undifferentiated",0.004
13726,PHB20180123,"Triglidae & Peristediidae - undifferentiated",0.004
13726,PHB20180123,"Platycephalidae - undifferentiated",0.011
13726,PHB20180123,"Ambassis marianus",0.002
13726,PHB20180123,"Sillago ciliata",0.007
13726,PHB20180123,"Trachurus novaezelandiae",0.119
13726,PHB20180123,"Pseudocaranx georgianus",0.022
13726,PHB20180123,"Gerres subfasciatus",0.007
13726,PHB20180123,"Chrysophrys auratus",0.004
13726,PHB20180123,"Acanthopagrus australis",0.015
13726,PHB20180123,"Argyrosomus japonicus",0.002
13726,PHB20180123,"Schuettea spp.",0.013
13726,PHB20180123,"Pempheris spp.",0.002
13726,PHB20180123,"Enoplosus armatus",0.004
13726,PHB20180123,"Pomacentridae - undifferentiated",0.002
13726,PHB20180123,"Labridae - undifferentiated",0.007
13726,PHB20180123,"Parablennius spp.",0.002
13726,PHB20180123,"Gobiidae - undifferentiated",0.002
13726,PHB20180123,"Lophonectes gallus",0.018
13726,PHB20180123,"Engyprosopon spp.",0.004
13726,PHB20180123,"Order Anguilliformes - undifferentiated",0.015
13726,PHB20180123,"Order Lophiiformes - undifferentiated",0.002
13726,PHB20180123,"Platycephalidae - undifferentiated",0.002
13726,PHB20180123,"Trachurus novaezelandiae",0.031
13726,PHB20180123,"Pseudocaranx georgianus",0.013
13726,PHB20180123,"Gerres subfasciatus",0.002
13726,PHB20180123,"Schuettea spp.",0.004
13726,PHB20180123,"Petroscirtes lupus",0.002
13726,PHB20180123,"Gobiidae - undifferentiated",0.002
13727,PHB20180221,""Superclass" Pisces - undifferentiated",0.008
13727,PHB20180221,"Etrumeus teres",0.002
13727,PHB20180221,"Engraulis australis",0.015
13727,PHB20180221,"Myctophidae - undifferentiated",0.006
13727,PHB20180221,"Centroberyx affinis",0.035
13727,PHB20180221,"Scorpaenidae - undifferentiated",0.006
13727,PHB20180221,"Triglidae & Peristediidae - undifferentiated",0.006
13727,PHB20180221,"Platycephalus fuscus",0.004
13727,PHB20180221,"Platycephalidae - undifferentiated",0.004
13727,PHB20180221,"Pelates spp.",0.004
13727,PHB20180221,"Sillaginidae - undifferentiated",0.031
13727,PHB20180221,"Sillago ciliata",0.004
13727,PHB20180221,"Trachurus novaezelandiae",0.466
13727,PHB20180221,"Pseudocaranx georgianus",0.185
13727,PHB20180221,"Gerres subfasciatus",0.108
13727,PHB20180221,"Acanthopagrus australis",0.008
13727,PHB20180221,"Argyrosomus japonicus",0.002
13727,PHB20180221,"Schuettea spp.",0.012
13727,PHB20180221,"Pempheris spp.",0.002
13727,PHB20180221,"Kyphosus spp.",0.008
13727,PHB20180221,"Pomacentridae - undifferentiated",0.046
13727,PHB20180221,"Cepola australis",0.004
13727,PHB20180221,"Sphyraena spp.",0.006
13727,PHB20180221,"Labridae - undifferentiated",0.002
13727,PHB20180221,"Champsodontidae - undifferentiated",0.002
